Name: XWEB300
Device: WATERMETER_20131001
Time	M1_Daily	M1_Weekly	M1_Monthly	M1_Yearly	Ground Water Meter Total (L)	M1_Avr_Daily	M1_Avr_Weekly	M1_Avr_Monthly	M1_Avr_Yearly	BH1@25m (1-3)	BH1@50m (1-4)	BH1@50m (1-5) - u/s	BH1@25m (1-6) - u/s	Ipro_Probe_5	Ipro_Probe_6	
23/07/2016 15.16.42	       230	      9490	     16084	     21400	     43568	     11330	     11981	     25486	     10854	     100.1	      59.0	     106.8	       0.0	       0.0	       0.0	
23/07/2016 15.21.57	       350	      9620	     16214	     21530	     43698	     11330	     11981	     25486	     10854	     100.1	      59.0	     106.8	       0.0	       0.0	       0.0	
23/07/2016 15.27.06	       450	      9710	     16304	     21620	     43788	     11330	     11981	     25486	     10854	     100.1	      59.0	     106.8	       0.0	       0.0	       0.0	
23/07/2016 15.32.11	       450	      9710	     16304	     21620	     43788	     11330	     11981	     25486	     10854	     100.1	      59.0	     106.8	       0.0	       0.0	       0.0	
23/07/2016 15.37.23	       570	      9830	     16424	     21740	     43908	     11330	     11981	     25486	     10854	     100.1	      59.0	     106.8	       0.0	       0.0	       0.0	
23/07/2016 15.42.34	       690	      9950	     16544	     21860	     44028	     11330	     11981	     25486	     10854	     100.1	      59.0	     106.8	       0.0	       0.0	       0.0	
23/07/2016 15.47.48	       690	      9950	     16544	     21860	     44028	     11330	     11981	     25486	     10854	     100.1	      59.0	     106.8	       0.0	       0.0	       0.0	
23/07/2016 15.53.07	       690	      9950	     16544	     21860	     44028	     11330	     11981	     25486	     10854	     100.1	      59.0	     106.8	       0.0	       0.0	       0.0	
23/07/2016 15.58.26	       690	      9950	     16544	     21860	     44028	     11330	     11981	     25486	     10854	     100.1	      59.0	     106.8	       0.0	       0.0	       0.0	
23/07/2016 16.03.34	       720	      9980	     16574	     21890	     44058	     11330	     11981	     25486	     10854	     100.1	      59.0	     106.8	       0.0	       0.0	       0.0	
23/07/2016 16.13.46	       740	     10000	     16594	     21910	     44078	     11330	     11981	     25486	     10854	     100.1	      59.1	     106.8	       0.0	       0.0	       0.0	
23/07/2016 16.18.58	       900	     10160	     16754	     22070	     44238	     11330	     11981	     25486	     10854	     100.1	      59.1	     106.8	       0.0	       0.0	       0.0	
23/07/2016 16.24.06	      1020	     10280	     16874	     22190	     44358	     11330	     11981	     25486	     10854	     100.1	      59.1	     106.8	       0.0	       0.0	       0.0	
23/07/2016 16.29.14	      1020	     10280	     16874	     22190	     44358	     11330	     11981	     25486	     10854	     100.1	      59.1	     106.8	       0.0	       0.0	       0.0	
23/07/2016 16.34.19	      1110	     10370	     16964	     22280	     44448	     11330	     11981	     25486	     10854	     100.1	      59.1	     106.8	       0.0	       0.0	       0.0	
23/07/2016 16.39.27	      1180	     10440	     17034	     22350	     44518	     11330	     11981	     25486	     10854	     100.1	      59.1	     106.8	       0.0	       0.0	       0.0	
23/07/2016 16.44.37	      1180	     10440	     17034	     22350	     44518	     11330	     11981	     25486	     10854	     100.1	      59.1	     106.8	       0.0	       0.0	       0.0	
23/07/2016 16.49.59	      1330	     10590	     17184	     22500	     44668	     11330	     11981	     25486	     10854	     100.1	      59.1	     106.8	       0.0	       0.0	       0.0	
23/07/2016 16.55.19	      1490	     10750	     17344	     22660	     44828	     11330	     11981	     25486	     10854	     100.1	      59.0	     106.8	       0.0	       0.0	       0.0	
23/07/2016 17.00.33	      1650	     10910	     17504	     22820	     44988	     11330	     11981	     25486	     10854	     100.1	      59.0	     106.8	       0.0	       0.0	       0.0	
23/07/2016 17.05.39	      1800	     11060	     17654	     22970	     45138	     11330	     11981	     25486	     10854	     100.1	      59.0	     106.8	       0.0	       0.0	       0.0	
23/07/2016 17.10.44	      1960	     11220	     17814	     23130	     45298	     11330	     11981	     25486	     10854	     100.1	      59.0	     106.8	       0.0	       0.0	       0.0	
23/07/2016 17.15.45	      2110	     11370	     17964	     23280	     45448	     11330	     11981	     25486	     10854	     100.1	      59.4	     106.8	       0.0	       0.0	       0.0	
23/07/2016 17.20.58	      2270	     11530	     18124	     23440	     45608	     11330	     11981	     25486	     10854	     100.0	      59.5	     106.8	       0.0	       0.0	       0.0	
23/07/2016 17.26.06	      2420	     11680	     18274	     23590	     45758	     11330	     11981	     25486	     10854	     100.0	      59.5	     106.8	       0.0	       0.0	       0.0	
23/07/2016 17.31.20	      2580	     11840	     18434	     23750	     45918	     11330	     11981	     25486	     10854	     100.0	      59.5	     106.8	       0.0	       0.0	       0.0	
23/07/2016 17.36.24	      2730	     11990	     18584	     23900	     46068	     11330	     11981	     25486	     10854	     100.0	      59.5	     106.8	       0.0	       0.0	       0.0	
23/07/2016 17.41.28	      2880	     12140	     18734	     24050	     46218	     11330	     11981	     25486	     10854	     100.0	      59.5	     106.8	       0.0	       0.0	       0.0	
23/07/2016 17.46.37	      3040	     12300	     18894	     24210	     46378	     11330	     11981	     25486	     10854	     100.0	      59.5	     106.8	       0.0	       0.0	       0.0	
23/07/2016 17.51.44	      3190	     12450	     19044	     24360	     46528	     11330	     11981	     25486	     10854	     100.0	      59.5	     106.8	       0.0	       0.0	       0.0	
23/07/2016 17.56.53	      3350	     12610	     19204	     24520	     46688	     11330	     11981	     25486	     10854	     100.0	      59.5	     106.8	       0.0	       0.0	       0.0	
23/07/2016 18.02.02	      3500	     12760	     19354	     24670	     46838	     11330	     11981	     25486	     10854	     100.0	      59.5	     106.8	       0.0	       0.0	       0.0	
23/07/2016 18.07.26	      3560	     12820	     19414	     24730	     46898	     11330	     11981	     25486	     10854	     100.0	      59.5	     106.8	       0.0	       0.0	       0.0	
23/07/2016 18.12.40	      3560	     12820	     19414	     24730	     46898	     11330	     11981	     25486	     10854	     100.0	      59.5	     106.8	       0.0	       0.0	       0.0	
23/07/2016 18.17.51	      3560	     12820	     19414	     24730	     46898	     11330	     11981	     25486	     10854	     100.0	      59.6	     106.8	       0.0	       0.0	       0.0	
23/07/2016 18.23.03	      3560	     12820	     19414	     24730	     46898	     11330	     11981	     25486	     10854	     100.0	      59.7	     106.8	       0.0	       0.0	       0.0	
23/07/2016 18.28.14	      3610	     12870	     19464	     24780	     46948	     11330	     11981	     25486	     10854	     100.0	      59.8	     106.8	       0.0	       0.0	       0.0	
23/07/2016 18.33.20	      3630	     12890	     19484	     24800	     46968	     11330	     11981	     25486	     10854	     100.0	      59.8	     106.8	       0.0	       0.0	       0.0	
23/07/2016 18.38.29	      3630	     12890	     19484	     24800	     46968	     11330	     11981	     25486	     10854	     100.0	      59.8	     106.8	       0.0	       0.0	       0.0	
23/07/2016 18.43.37	      3720	     12980	     19574	     24890	     47058	     11330	     11981	     25486	     10854	     100.0	      59.9	     106.8	       0.0	       0.0	       0.0	
23/07/2016 18.48.55	      3820	     13080	     19674	     24990	     47158	     11330	     11981	     25486	     10854	     100.0	      59.9	     106.8	       0.0	       0.0	       0.0	
23/07/2016 18.54.13	      3820	     13080	     19674	     24990	     47158	     11330	     11981	     25486	     10854	     100.0	      60.0	     106.8	       0.0	       0.0	       0.0	
23/07/2016 18.59.15	      3920	     13180	     19774	     25090	     47258	     11330	     11981	     25486	     10854	     100.0	      60.0	     106.8	       0.0	       0.0	       0.0	
23/07/2016 19.04.22	      4040	     13300	     19894	     25210	     47378	     11330	     11981	     25486	     10854	     100.0	      60.0	     106.8	       0.0	       0.0	       0.0	
23/07/2016 19.09.27	      4040	     13300	     19894	     25210	     47378	     11330	     11981	     25486	     10854	     100.0	      60.0	     106.8	       0.0	       0.0	       0.0	
23/07/2016 19.14.42	      4070	     13330	     19924	     25240	     47408	     11330	     11981	     25486	     10854	     100.0	      60.0	     106.8	       0.0	       0.0	       0.0	
23/07/2016 19.19.48	      4070	     13330	     19924	     25240	     47408	     11330	     11981	     25486	     10854	     100.0	      60.0	     106.8	       0.0	       0.0	       0.0	
23/07/2016 19.25.00	      4070	     13330	     19924	     25240	     47408	     11330	     11981	     25486	     10854	     100.0	      60.1	     106.8	       0.0	       0.0	       0.0	
23/07/2016 19.30.09	      4140	     13400	     19994	     25310	     47478	     11330	     11981	     25486	     10854	     100.0	      60.1	     106.8	       0.0	       0.0	       0.0	
23/07/2016 19.35.19	      4300	     13560	     20154	     25470	     47638	     11330	     11981	     25486	     10854	     100.0	      60.1	     106.8	       0.0	       0.0	       0.0	
23/07/2016 19.40.47	      4460	     13720	     20314	     25630	     47798	     11330	     11981	     25486	     10854	     100.0	      60.1	     106.8	       0.0	       0.0	       0.0	
23/07/2016 19.46.07	      4620	     13880	     20474	     25790	     47958	     11330	     11981	     25486	     10854	     100.0	      60.1	     106.8	       0.0	       0.0	       0.0	
23/07/2016 19.51.12	      4780	     14040	     20634	     25950	     48118	     11330	     11981	     25486	     10854	     100.0	      60.1	     106.8	       0.0	       0.0	       0.0	
23/07/2016 19.56.23	      4930	     14190	     20784	     26100	     48268	     11330	     11981	     25486	     10854	     100.0	      60.0	     106.8	       0.0	       0.0	       0.0	
23/07/2016 20.01.40	      5080	     14340	     20934	     26250	     48418	     11330	     11981	     25486	     10854	     100.0	      60.0	     106.8	       0.0	       0.0	       0.0	
23/07/2016 20.06.40	      5080	     14340	     20934	     26250	     48418	     11330	     11981	     25486	     10854	     100.0	      60.0	     106.8	       0.0	       0.0	       0.0	
23/07/2016 20.11.59	      5080	     14340	     20934	     26250	     48418	     11330	     11981	     25486	     10854	     100.0	      60.0	     106.8	       0.0	       0.0	       0.0	
23/07/2016 20.17.00	      5080	     14340	     20934	     26250	     48418	     11330	     11981	     25486	     10854	     100.0	      60.1	     106.8	       0.0	       0.0	       0.0	
23/07/2016 20.22.09	      5110	     14370	     20964	     26280	     48448	     11330	     11981	     25486	     10854	     100.0	      60.1	     106.8	       0.0	       0.0	       0.0	
23/07/2016 20.27.28	      5270	     14530	     21124	     26440	     48608	     11330	     11981	     25486	     10854	     100.0	      60.2	     106.8	       0.0	       0.0	       0.0	
23/07/2016 20.32.41	      5420	     14680	     21274	     26590	     48758	     11330	     11981	     25486	     10854	     100.0	      60.2	     106.8	       0.0	       0.0	       0.0	
23/07/2016 20.37.48	      5420	     14680	     21274	     26590	     48758	     11330	     11981	     25486	     10854	     100.0	      60.2	     106.8	       0.0	       0.0	       0.0	
23/07/2016 20.42.57	      5450	     14710	     21304	     26620	     48788	     11330	     11981	     25486	     10854	     100.0	      60.2	     106.8	       0.0	       0.0	       0.0	
23/07/2016 20.48.20	      5450	     14710	     21304	     26620	     48788	     11330	     11981	     25486	     10854	     100.0	      60.2	     106.8	       0.0	       0.0	       0.0	
23/07/2016 20.53.26	      5450	     14710	     21304	     26620	     48788	     11330	     11981	     25486	     10854	     100.0	      60.2	     106.8	       0.0	       0.0	       0.0	
23/07/2016 20.58.36	      5560	     14820	     21414	     26730	     48898	     11330	     11981	     25486	     10854	     100.0	      60.2	     106.8	       0.0	       0.0	       0.0	
23/07/2016 21.03.51	      5710	     14970	     21564	     26880	     49048	     11330	     11981	     25486	     10854	     100.0	      60.2	     106.8	       0.0	       0.0	       0.0	
23/07/2016 21.09.09	      5870	     15130	     21724	     27040	     49208	     11330	     11981	     25486	     10854	     100.0	      60.2	     106.8	       0.0	       0.0	       0.0	
23/07/2016 21.14.29	      6030	     15290	     21884	     27200	     49368	     11330	     11981	     25486	     10854	     100.0	      60.2	     106.8	       0.0	       0.0	       0.0	
