Name: XWEB300
Device: WATERMETER_20131001
Time	M1_Daily	M1_Weekly	M1_Monthly	M1_Yearly	Ground Water Meter Total (L)	M1_Avr_Daily	M1_Avr_Weekly	M1_Avr_Monthly	M1_Avr_Yearly	BH1@25m (1-3)	BH1@50m (1-4)	BH1@50m (1-5) - u/s	BH1@25m (1-6) - u/s	Ipro_Probe_5	Ipro_Probe_6	
07/09/2016 05.47.21	       670	     16720	      8298	     16564	     38732	     10098	      5984	     39819	     10854	     100.2	      33.4	     106.8	       0.0	       0.0	       0.0	
07/09/2016 05.52.28	       720	     16770	      8348	     16614	     38782	     10098	      5984	     39819	     10854	     100.2	      33.7	     106.8	       0.0	       0.0	       0.0	
07/09/2016 05.57.36	       720	     16770	      8348	     16614	     38782	     10098	      5984	     39819	     10854	     100.2	      33.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 06.02.42	       800	     16850	      8428	     16694	     38862	     10098	      5984	     39819	     10854	     100.2	      33.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 06.07.57	       800	     16850	      8428	     16694	     38862	     10098	      5984	     39819	     10854	     100.2	      34.5	     106.8	       0.0	       0.0	       0.0	
07/09/2016 06.13.03	       800	     16850	      8428	     16694	     38862	     10098	      5984	     39819	     10854	     100.2	      34.4	     106.8	       0.0	       0.0	       0.0	
07/09/2016 06.18.23	       960	     17010	      8588	     16854	     39022	     10098	      5984	     39819	     10854	     100.2	      33.6	     106.8	       0.0	       0.0	       0.0	
07/09/2016 06.23.26	       970	     17020	      8598	     16864	     39032	     10098	      5984	     39819	     10854	     100.2	      33.6	     106.8	       0.0	       0.0	       0.0	
07/09/2016 06.28.46	       990	     17040	      8618	     16884	     39052	     10098	      5984	     39819	     10854	     100.2	      33.3	     106.8	       0.0	       0.0	       0.0	
07/09/2016 06.33.56	      1100	     17150	      8728	     16994	     39162	     10098	      5984	     39819	     10854	     100.2	      32.7	     106.8	       0.0	       0.0	       0.0	
07/09/2016 06.39.07	      1100	     17150	      8728	     16994	     39162	     10098	      5984	     39819	     10854	     100.1	      33.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 06.44.26	      1140	     17190	      8768	     17034	     39202	     10098	      5984	     39819	     10854	     100.1	      33.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 06.54.42	      1210	     17260	      8838	     17104	     39272	     10098	      5984	     39819	     10854	     100.1	      34.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 06.59.45	      1250	     17300	      8878	     17144	     39312	     10098	      5984	     39819	     10854	     100.1	      34.4	     106.8	       0.0	       0.0	       0.0	
07/09/2016 07.04.59	      1300	     17350	      8928	     17194	     39362	     10098	      5984	     39819	     10854	     100.1	      34.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 07.10.12	      1300	     17350	      8928	     17194	     39362	     10098	      5984	     39819	     10854	     100.1	      34.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 07.15.25	      1320	     17370	      8948	     17214	     39382	     10098	      5984	     39819	     10854	     100.1	      34.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 07.20.40	      1360	     17410	      8988	     17254	     39422	     10098	      5984	     39819	     10854	     100.1	      34.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 07.25.55	      1360	     17410	      8988	     17254	     39422	     10098	      5984	     39819	     10854	     100.1	      35.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 07.31.12	      1360	     17410	      8988	     17254	     39422	     10098	      5984	     39819	     10854	     100.1	      35.6	     106.8	       0.0	       0.0	       0.0	
07/09/2016 07.36.29	      1400	     17450	      9028	     17294	     39462	     10098	      5984	     39819	     10854	     100.1	      35.4	     106.8	       0.0	       0.0	       0.0	
07/09/2016 07.41.40	      1400	     17450	      9028	     17294	     39462	     10098	      5984	     39819	     10854	     100.1	      35.5	     106.8	       0.0	       0.0	       0.0	
07/09/2016 07.46.58	      1400	     17450	      9028	     17294	     39462	     10098	      5984	     39819	     10854	     100.1	      35.3	     106.8	       0.0	       0.0	       0.0	
07/09/2016 07.51.58	      1430	     17480	      9058	     17324	     39492	     10098	      5984	     39819	     10854	     100.1	      35.6	     106.8	       0.0	       0.0	       0.0	
07/09/2016 07.57.20	      1430	     17480	      9058	     17324	     39492	     10098	      5984	     39819	     10854	     100.1	      35.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 08.02.32	      1430	     17480	      9058	     17324	     39492	     10098	      5984	     39819	     10854	     100.1	      35.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 08.07.43	      1510	     17560	      9138	     17404	     39572	     10098	      5984	     39819	     10854	     100.1	      35.6	     106.8	       0.0	       0.0	       0.0	
07/09/2016 08.12.48	      1510	     17560	      9138	     17404	     39572	     10098	      5984	     39819	     10854	     100.1	      35.7	     106.8	       0.0	       0.0	       0.0	
07/09/2016 08.18.04	      1510	     17560	      9138	     17404	     39572	     10098	      5984	     39819	     10854	     100.1	      35.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 08.23.21	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.1	      35.3	     106.8	       0.0	       0.0	       0.0	
07/09/2016 08.28.32	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.1	      35.3	     106.8	       0.0	       0.0	       0.0	
07/09/2016 08.33.46	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.1	      35.7	     106.8	       0.0	       0.0	       0.0	
07/09/2016 08.39.08	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.1	      36.3	     106.8	       0.0	       0.0	       0.0	
07/09/2016 08.44.22	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.1	      35.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 08.49.33	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.1	      35.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 08.54.43	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.1	      35.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 08.59.55	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.1	      36.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 09.05.09	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.1	      35.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 09.10.25	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.1	      35.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 09.15.42	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.1	      36.4	     106.8	       0.0	       0.0	       0.0	
07/09/2016 09.20.42	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.1	      35.6	     106.8	       0.0	       0.0	       0.0	
07/09/2016 09.25.56	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.1	      36.6	     106.8	       0.0	       0.0	       0.0	
07/09/2016 09.31.07	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.1	      36.3	     106.8	       0.0	       0.0	       0.0	
07/09/2016 09.36.08	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.1	      36.1	     106.8	       0.0	       0.0	       0.0	
07/09/2016 09.41.12	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.1	      35.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 09.46.16	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.1	      36.1	     106.8	       0.0	       0.0	       0.0	
07/09/2016 09.51.18	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.1	      35.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 09.56.27	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.1	      35.7	     106.8	       0.0	       0.0	       0.0	
07/09/2016 10.01.47	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.1	      36.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 10.06.51	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.1	      36.1	     106.8	       0.0	       0.0	       0.0	
07/09/2016 10.11.54	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.1	      36.5	     106.8	       0.0	       0.0	       0.0	
07/09/2016 10.17.02	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.1	      36.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 10.22.24	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.1	      36.6	     106.8	       0.0	       0.0	       0.0	
07/09/2016 10.27.27	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.6	     106.8	       0.0	       0.0	       0.0	
07/09/2016 10.32.38	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.4	     106.8	       0.0	       0.0	       0.0	
07/09/2016 10.38.00	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      37.1	     106.8	       0.0	       0.0	       0.0	
07/09/2016 10.43.10	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      37.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 10.48.17	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 10.53.18	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      37.1	     106.8	       0.0	       0.0	       0.0	
07/09/2016 10.58.24	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      37.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 11.03.37	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      37.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 11.08.56	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 11.13.56	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      37.1	     106.8	       0.0	       0.0	       0.0	
07/09/2016 11.18.59	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      37.2	     106.8	       0.0	       0.0	       0.0	
07/09/2016 11.24.07	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      37.2	     106.8	       0.0	       0.0	       0.0	
07/09/2016 11.29.22	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      37.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 11.34.33	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      37.3	     106.8	       0.0	       0.0	       0.0	
07/09/2016 11.39.35	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.5	     106.8	       0.0	       0.0	       0.0	
07/09/2016 11.44.49	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 11.50.07	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 11.55.14	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.2	     106.8	       0.0	       0.0	       0.0	
07/09/2016 12.03.30	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.6	     106.8	       0.0	       0.0	       0.0	
07/09/2016 12.08.37	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.6	     106.8	       0.0	       0.0	       0.0	
07/09/2016 12.14.03	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.7	     106.8	       0.0	       0.0	       0.0	
07/09/2016 12.19.22	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.3	     106.8	       0.0	       0.0	       0.0	
07/09/2016 12.24.44	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 12.30.00	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      37.1	     106.8	       0.0	       0.0	       0.0	
07/09/2016 12.35.20	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      37.1	     106.8	       0.0	       0.0	       0.0	
07/09/2016 12.40.29	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      37.3	     106.8	       0.0	       0.0	       0.0	
07/09/2016 12.45.35	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      37.2	     106.8	       0.0	       0.0	       0.0	
07/09/2016 12.50.50	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.6	     106.8	       0.0	       0.0	       0.0	
07/09/2016 12.55.56	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.7	     106.8	       0.0	       0.0	       0.0	
07/09/2016 13.01.03	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      37.1	     106.8	       0.0	       0.0	       0.0	
07/09/2016 13.06.21	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 13.11.35	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.7	     106.8	       0.0	       0.0	       0.0	
07/09/2016 13.16.51	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.7	     106.8	       0.0	       0.0	       0.0	
07/09/2016 13.21.53	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 13.27.00	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 13.32.14	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      37.4	     106.8	       0.0	       0.0	       0.0	
07/09/2016 13.37.16	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 13.42.17	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      37.5	     106.8	       0.0	       0.0	       0.0	
07/09/2016 13.47.33	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 13.52.52	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 13.57.54	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      37.3	     106.8	       0.0	       0.0	       0.0	
07/09/2016 14.02.58	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 14.08.04	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      37.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 14.13.25	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 14.18.43	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.5	     106.8	       0.0	       0.0	       0.0	
07/09/2016 14.23.57	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.3	     106.8	       0.0	       0.0	       0.0	
07/09/2016 14.29.13	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.7	     106.8	       0.0	       0.0	       0.0	
07/09/2016 14.34.16	      1540	     17590	      9168	     17434	     39602	     10098	      5984	     39819	     10854	     100.2	      36.7	     106.8	       0.0	       0.0	       0.0	
07/09/2016 14.39.25	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      36.5	     106.8	       0.0	       0.0	       0.0	
07/09/2016 14.44.41	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.4	     106.8	       0.0	       0.0	       0.0	
07/09/2016 14.49.44	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      36.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 14.54.59	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.2	     106.8	       0.0	       0.0	       0.0	
07/09/2016 15.00.11	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.4	     106.8	       0.0	       0.0	       0.0	
07/09/2016 15.05.19	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      36.5	     106.8	       0.0	       0.0	       0.0	
07/09/2016 15.10.28	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      36.7	     106.8	       0.0	       0.0	       0.0	
07/09/2016 15.15.46	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 15.20.55	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      36.7	     106.8	       0.0	       0.0	       0.0	
07/09/2016 15.26.14	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 15.31.14	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 15.36.28	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.1	     106.8	       0.0	       0.0	       0.0	
07/09/2016 15.41.41	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.5	     106.8	       0.0	       0.0	       0.0	
07/09/2016 15.46.48	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.1	     106.8	       0.0	       0.0	       0.0	
07/09/2016 15.51.48	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      36.3	     106.8	       0.0	       0.0	       0.0	
07/09/2016 15.56.58	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      36.6	     106.8	       0.0	       0.0	       0.0	
07/09/2016 16.02.09	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      36.3	     106.8	       0.0	       0.0	       0.0	
07/09/2016 16.07.22	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      36.2	     106.8	       0.0	       0.0	       0.0	
07/09/2016 16.12.29	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 16.17.42	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 16.22.44	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.1	     106.8	       0.0	       0.0	       0.0	
07/09/2016 16.33.05	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.3	     106.8	       0.0	       0.0	       0.0	
07/09/2016 16.38.27	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 16.43.43	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.2	     106.8	       0.0	       0.0	       0.0	
07/09/2016 16.48.47	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.3	     106.8	       0.0	       0.0	       0.0	
07/09/2016 16.53.48	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      38.2	     106.8	       0.0	       0.0	       0.0	
07/09/2016 16.59.09	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      38.2	     106.8	       0.0	       0.0	       0.0	
07/09/2016 17.04.11	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.2	     106.8	       0.0	       0.0	       0.0	
07/09/2016 17.09.33	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.5	     106.8	       0.0	       0.0	       0.0	
07/09/2016 17.14.44	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.7	     106.8	       0.0	       0.0	       0.0	
07/09/2016 17.19.52	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.5	     106.8	       0.0	       0.0	       0.0	
07/09/2016 17.24.55	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      36.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 17.30.13	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.5	     106.8	       0.0	       0.0	       0.0	
07/09/2016 17.35.14	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.4	     106.8	       0.0	       0.0	       0.0	
07/09/2016 17.40.24	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      36.6	     106.8	       0.0	       0.0	       0.0	
07/09/2016 17.45.43	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.3	     106.8	       0.0	       0.0	       0.0	
07/09/2016 17.51.01	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.2	     106.8	       0.0	       0.0	       0.0	
07/09/2016 17.56.03	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.4	     106.8	       0.0	       0.0	       0.0	
07/09/2016 18.01.11	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 18.06.25	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      36.6	     106.8	       0.0	       0.0	       0.0	
07/09/2016 18.11.29	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      36.6	     106.8	       0.0	       0.0	       0.0	
07/09/2016 18.16.41	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.4	     106.8	       0.0	       0.0	       0.0	
07/09/2016 18.22.00	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      36.7	     106.8	       0.0	       0.0	       0.0	
07/09/2016 18.27.05	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 18.32.06	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.4	     106.8	       0.0	       0.0	       0.0	
07/09/2016 18.37.11	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.5	     106.8	       0.0	       0.0	       0.0	
07/09/2016 18.42.32	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 18.47.43	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 18.53.01	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      36.7	     106.8	       0.0	       0.0	       0.0	
07/09/2016 18.58.17	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      36.7	     106.8	       0.0	       0.0	       0.0	
07/09/2016 19.03.22	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.3	     106.8	       0.0	       0.0	       0.0	
07/09/2016 19.08.30	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.7	     106.8	       0.0	       0.0	       0.0	
07/09/2016 19.13.52	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      38.2	     106.8	       0.0	       0.0	       0.0	
07/09/2016 19.19.10	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      38.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 19.24.14	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.5	     106.8	       0.0	       0.0	       0.0	
07/09/2016 19.29.19	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.7	     106.8	       0.0	       0.0	       0.0	
07/09/2016 19.34.23	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.5	     106.8	       0.0	       0.0	       0.0	
07/09/2016 19.39.38	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      38.1	     106.8	       0.0	       0.0	       0.0	
07/09/2016 19.44.38	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      38.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 19.49.45	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.1	     106.8	       0.0	       0.0	       0.0	
07/09/2016 19.55.01	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 20.00.06	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      38.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 20.05.15	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.1	     106.8	       0.0	       0.0	       0.0	
07/09/2016 20.10.31	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      37.6	     106.8	       0.0	       0.0	       0.0	
07/09/2016 20.20.32	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      39.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 20.25.54	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      41.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 20.31.08	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      40.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 20.36.22	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      40.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 20.41.31	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      41.1	     106.8	       0.0	       0.0	       0.0	
07/09/2016 20.46.36	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      41.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 20.51.51	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      42.2	     106.8	       0.0	       0.0	       0.0	
07/09/2016 20.56.55	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      42.6	     106.8	       0.0	       0.0	       0.0	
